"col0","col1","col2","col3","col4","col5","col6","col7","col8","partition_0"
"plants","produce","seeds",,,,,,,"auto"
"plants","produce","their food",,,,,,,"auto"
"plants","produce","the food",,,,,,,"auto"
"plants","produce","their own food",,,,,,,"auto"
"plants","produce","true seeds",,,,,,,"auto"
"plants","produce","new blooms",,,,,,,"auto"
"the female part","produce","seeds",,,,,,,"auto"
"the flowers","produce","seeds for the next generation",,,,,,,"auto"
"the male part of a flower","produce","pollen grains",,,,,,,"auto"
"the plants","produce","food",,,,,,,"auto"
"the skeletal muscles","produce","heat",,,,,,,"auto"
"they[producers]","produce","their[producers] own food",,,,,,,"auto"
"sound vibrations","produced","energy",,,,,,,"auto"
"the ovary","produced","flower seeds",,,,,,,"auto"
"friction","produces","heat",,,,,,,"auto"
"the water cycle","produces","many different kinds of precipitation",,,,,,,"auto"
"most of the plants","producing","seeds",,,,,,,"auto"
"covering","protected","smaller individual plants",,,,,,,"auto"
"cereal grains","provide","some of the constituents needed for energy growth and body repair and maintenance",,,,,,,"auto"
"large roots","provide","mechanical support",,,,,,,"auto"
"a forecast","provides","a description of the most significant weather conditions expected during the current and following days",,,,,,,"auto"
"the sun","provides","energy for the plants which the animals eat",,,,,,,"auto"
"water","provides","a moist environment",,,,,,,"auto"
"the earth 's gravity","pulling","the moon",,,,,,,"auto"
"gravity","pulls","our bodily fluids",,,,,,,"auto"
"the stomach 's wavelike contractions","push","this messy but still intact substance",,,,,,,"auto"
"water","reach","the roots of plants",,,,,,,"auto"
"bacteria","recycle","carbon",,,,,,,"auto"
"our body","regulate","our body temperature",,,,,,,"auto"
"the thyroid","regulates","metabolism",,,,,,,"auto"
"decomposers","release","the nutrients",,,,,,,"auto"
"fungi","release","enzymes",,,,,,,"auto"
"fungi","releasing","enzymes",,,,,,,"auto"
"liquid to solid phase change","releasing","heat energy",,,,,,,"auto"
"runoff water","removing","soil",,,,,,,"auto"
"living things","repair","cells",,,,,,,"auto"
"a food chain","represents","a succession of organisms that eat another organism and are in turn eaten themselves",,,,,,,"auto"
"all living things","require","space",,,,,,,"auto"
"respiration","requires","oxygen",,,,,,,"auto"
"a system of glands","secrete","different types of hormones that help regulate organisms",,,,,,,"auto"
"mandarin ducks","seek","shelter",,,,,,,"auto"
"all living things","share","life processes such as growth and reproduction",,,,,,,"auto"
"exercise","slow","weight gain",,,,,,,"auto"
"different foods","store","different amounts of energy",,,,,,,"auto"
"squirrels","store","foods",,,,,,,"auto"
"the air","surrounding","the leaf",,,,,,,"auto"
"some plants","survive","sub-freezing temperatures",,,,,,,"auto"
"a plant","survives","a frost",,,,,,,"auto"
"plants","take in","nutrients",,,,,,,"auto"
"the leaves","take in","the sunlight that the plants need to produce food or flowers",,,,,,,"auto"
"the net effect of a plant 's photosynthesis","take in","release o2",,,,,,,"auto"
"plants","take up","nutrients",,,,,,,"auto"
"plants","taken up","nutrients in the soil",,,,,,,"auto"
"polar bear moms","teach","their[moms] babies",,,,,,,"auto"
"an explosive","transferred","chemical energy",,,,,,,"auto"
"the h2o particles","transferred","heat energy",,,,,,,"auto"
"the solid carbon dioxide","transferred","energy",,,,,,,"auto"
"the temperature of the ice","transferred","heat",,,,,,,"auto"
"the heat","transferring","ability",,,,,,,"auto"
"eukaryotic cells","transform","the energy",,,,,,,"auto"
"they[producers]","transform","the sun 's energy",,,,,,,"auto"
"vascular tissue","transports","water",,,,,,,"auto"
"a frog","undergoes","metamorphosis",,,,,,,"auto"
"all organisms","use","energy",,,,,,,"auto"
"animals","use","their senses",,,,,,,"auto"
"decomposers","use","dead organisms",,,,,,,"auto"
"decomposers including bacteria and fungi","use","their[decomposers] products",,,,,,,"auto"
"earth scientists","use","the term niche",,,,,,,"auto"
"glossary chloroplasts plant cells","use","energy",,,,,,,"auto"
"many fishes","use","the sense of smell",,,,,,,"auto"
"plants","use","the water",,,,,,,"auto"
"plants","use","sunlight energy",,,,,,,"auto"
"rapid fire target shooters","use","reflex sights",,,,,,,"auto"
"some bacteria","use","photosynthesis",,,,,,,"auto"
"the plant","use","food",,,,,,,"auto"
"they[decomposers]","use","organic substrates",,,,,,,"auto"
"a dog","uses","his[dog] sense of smell",,,,,,,"auto"
"an animal","uses","camouflage",,,,,,,"auto"
"detection system","uses","radio waves",,,,,,,"auto"
"a sugar molecule","using","co2",,,,,,,"auto"
"migrating birds","using","celestial cues",,,,,,,"auto"
"volume","using","a graduated cylinder",,,,,,,"auto"
"the body","warm","itself[body]",,,,,,,"auto"
"maintains","watch","the air",,,,,,,"auto"
"all duck species","webbed","feet",,,,,,,"auto"
"ducks","webbed","feet",,,,,,,"auto"
"semi-aquatic animals","webbed","feet",,,,,,,"auto"
"water birds such as ducks and geese","webbed","feet",,,,,,,"auto"
"","simple machine","","purpose","","example of simple machine",,,,"monarch"
"A(n)","lever","is used to","move a heavy object with little force","for example, in a(n)","seesaw; scissors; crowbar; wheelbarrow; nutcracker; bottle opener; tweezers; human jaw",,,,"monarch"
"A(n)","wheel and axle","is used to","move a heavy object with little force; move vehicles","for example, in a(n)","skateboard wheels; car wheels; bicycle wheels; cart wheels",,,,"monarch"
"A(n)","pulley","is used to","move heavy objects up or down a rope with little force","for example, in a(n)","belt sander; bandsaw; tractor",,,,"monarch"
"A(n)","inclined plane; ramp","is used to","raise or lower a load with little force","for example, in a(n)","wheelchair ramp; loading ramp; funicular railroad; pedestrian ramp; skateboard ramp; half pipe",,,,"monarch"
"A(n)","wedge","is used to","raise or lower a load with little force; hold an object in place; separate two pieces of an object","for example, in a(n)","hammer claw",,,,"monarch"
"A(n)","screw","is used to","convert rotational motion to linear motion","for example, in a(n)","corkscrew; bottle top; screw; nut and bolt; ",,,,"monarch"
"Experimental group 1","Experimental group 2","Variable that is manipulated in experiment",,,,,,,"regents"
"plants near a sunny window","plants in a dark room","light",,,,,,,"regents"
"plants at high altitude","plants at low altitude","air",,,,,,,"regents"
"plants watered weekly","plants watered monthly","water",,,,,,,"regents"
"plants in sand","plants in garden soil","soil",,,,,,,"regents"
"Phase transition","Impact of phase tranistion on quantity of liquid",,,,,,,,"regents"
"melting","increase in liquid",,,,,,,,"regents"
"vaporizing or boiling","decrease in liquid",,,,,,,,"regents"
"sublimating","no impact",,,,,,,,"regents"
"freezing","decrease in liquid",,,,,,,,"regents"
"deposition","no impact",,,,,,,,"regents"
"condensing","increase in liquid",,,,,,,,"regents"
"","DEVICE A simple mechanical device","","FUNCTION What the device is meant to be used for ","","EXAMPLE A concrete example of the device in use",,,,"regents"
"A","thermometer","is used for","measuring temperature","; for example, ","measuring the body temperature of a sick person",,,,"regents"
"A","hand lens","is used for","viewing small objects","; for example, ","looking at small white spots on leaves",,,,"regents"
"A","graduated cylinder","is used for","measuring liquid volume","; for example, ","measuring a dose of liquid medicine",,,,"regents"
"A","balance","is used for","measuring weight","; for example, ","measuring the weight of a rock",,,,"regents"
"A","bar magnet","is used for","moving objects containing iron","; for example, ","separating iron filings from sand",,,,"regents"
"A","inclined plane","is used for","moving objects up or down a slope","; for example, ","pushing a cart up a ramp",,,,"regents"
"A","pulley","is used for","moving objects straight up or down","; for example, ","moving a flag up or down a flagpole",,,,"regents"
"A","lever","is used for","moving heavy obects a short distance","; for example, ","prying a heavy rock out of a shallow hole",,,,"regents"
"A","balance","is used for","comparing two small masses","; for example, ","comparing the masses of two small rocks",,,,"regents"
"A","ruler","is used for","measuring length; measuring size; measuring distance","; for example, ","measuring the length of a desk",,,,"regents"
"A","measuring cup","is used for","measuring liquids and powders","; for example, ","measuring a quantity of water",,,,"regents"
"Activity","","Type of Weather","",,,,,,"monarch"
"Ice skating","is best done in","cold","weather",,,,,,"monarch"
"Air sports","is best done in","clear","weather",,,,,,"monarch"
"Archery","is best done in","clear; sunny","weather",,,,,,"monarch"
"Astronomy","is best done in","clear","weather",,,,,,"monarch"
"Backpacking","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"BASE jumping","is best done in","clear; sunny","weather",,,,,,"monarch"
"Baseball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Basketball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Bird watching","is best done in","clear","weather",,,,,,"monarch"
"Cycling","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Driving","is best done in","any","weather",,,,,,"monarch"
"Fishing","is best done in","warm","weather",,,,,,"monarch"
"Flag Football","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Flying","is best done in","clear","weather",,,,,,"monarch"
"Gardening","is best done in","sunny; warm","weather",,,,,,"monarch"
"Geocaching","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Handball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Hiking","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Horseback riding","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Hunting","is best done in","clear","weather",,,,,,"monarch"
"Inline skating","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Jogging","is best done in","clear","weather",,,,,,"monarch"
"Kayaking","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Kite flying","is best done in","windy","weather",,,,,,"monarch"
"Kitesurfing","is best done in","windy; clear; sunny; warm","weather",,,,,,"monarch"
"Mountain biking","is best done in","clear","weather",,,,,,"monarch"
"Mountaineering","is best done in","clear","weather",,,,,,"monarch"
"Mushroom hunting/Mycology","is best done in","clear","weather",,,,,,"monarch"
"Netball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Nordic skating","is best done in","snowy; clear; cold","weather",,,,,,"monarch"
"Orienteering","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Paintball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Parkour","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Photography","is best done in","clear","weather",,,,,,"monarch"
"Polo","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Rafting","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Rappelling","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Rock climbing","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Roller skating","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Rugby","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Running","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Sailing","is best done in","windy; clear; sunny; warm","weather",,,,,,"monarch"
"Scuba diving","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Sculling; Rowing","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Skateboarding","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Skiing","is best done in","snowy; clear; cold","weather",,,,,,"monarch"
"Skydiving","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Snowboarding","is best done in","snowy; clear; cold","weather",,,,,,"monarch"
"Surfing","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Swimming","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Water sports","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Seashell collecting","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"American football","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Archery","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Australian rules football","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Auto racing","is best done in","clear","weather",,,,,,"monarch"
"Baseball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Beach Volleyball","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Climbing","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Cricket","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
"Cycling","is best done in","clear; sunny; warm","weather",,,,,,"monarch"
