col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
3249,observation,a student reports that a liquid turned green when mixed with another liquid,NA,NA,NA,NA,NA,NA,NA,regents
3250,Signal,Medium,NA,NA,NA,NA,NA,NA,NA,regents
3251,floral perfume,smell,NA,NA,NA,NA,NA,NA,NA,regents
3252,strong bitterness,taste,NA,NA,NA,NA,NA,NA,NA,regents
3253,bright color,sight,NA,NA,NA,NA,NA,NA,NA,regents
3254,cluck,sound,NA,NA,NA,NA,NA,NA,NA,regents
3255,Animal appearance,Environmental appearance,Visibility of animal in environment,Risk to animal from predators,NA,NA,NA,NA,NA,regents
3256,white rabbit,shady forest,high visibility,not protected from predators,NA,NA,NA,NA,NA,regents
3257,brown rabbit,shady forest,low visibility,well protected from predators,NA,NA,NA,NA,NA,regents
3258,white rabbit,snowy field,low visibility,well protected from predators,NA,NA,NA,NA,NA,regents
3259,brown rabbit,snowy field,high visibility,not protected from predators,NA,NA,NA,NA,NA,regents
3260,white rabbit,grassy lawn,high visibility,not protected from predators,NA,NA,NA,NA,NA,regents
3261,brown rabbit,grassy lawn,medium visibility,somewhat protected from predators,NA,NA,NA,NA,NA,regents
3262,white rabbit,muddy riverbank,high visibility,not protected from predators,NA,NA,NA,NA,NA,regents
3263,brown rabbit,muddy riverbank,low visibility,well protected from predators,NA,NA,NA,NA,NA,regents
3264,NA,EARTH SCIENCES TERM,NA,SUBTYPE OF TERM,NA,CONDITION FOR EVENT A condition under which column H occurs ,NA,EXAMPLE EVENT An example of column D,NA,regents
3265,One type of ,condensation,is ,dew formation,"; for example, when",the temperature falls outdoors,",",dew appears on the grass,NA,regents
3266,One type of ,condensation,is ,cloud formation,"; for example, when",water vapor rises from warm air to cold air,",",clouds form,NA,regents
3267,One type of ,condensation,is ,water condensation,"; for example, when",water vapor from the air hits a cold bottle,",",water drops form on the cold bottle,NA,regents
3268,One type of ,condensation,is ,water condensation,"; for example, when",warm water vapor from the bathroom shower hits a cold mirror,",",the mirror becomes foggy ,NA,regents
3269,One type of ,condensation,is ,fog formation,"; for example, when",water vapor condenses into water droplets in the air,",",fog forms,NA,regents
3270,One type of ,condensation,is ,radiation fog formation,"; for example, when",land cools and causes water in the hotter air to cool,",",fog forms,NA,regents
3271,One type of ,condensation,is ,advection fog formation,"; for example, when",air is moved over a cool surface by wind and the water vapor condenses,",",fog forms,NA,regents
3272,One type of ,condensation,is ,precipitation fog formation,"; for example, when",rain falls into drier air and turns into fog,",",fog forms,NA,regents
3273,One type of ,deposition,is ,frost,"; for example, when",ice crystals form on a window pane on a cold winter day,",",frost forms,NA,regents
3274,One type of ,deposition,is ,hoar frost,"; for example, when",heat radiates into the sky faster than it can be replaced,",",hoar frost forms,NA,regents
3275,One type of ,deposition,is ,air hoar,"; for example, when",heat radiates into the sky faster than it can be replaced,",",air hoar forms on objects above the surface,NA,regents
3276,One type of ,deposition,is ,surface hoar,"; for example, when",heat radiates into the sky faster than it can be replaced,",",surface hoar forms on already frozen surfaces,NA,regents
3277,One type of ,deposition,is ,crevasse hoar,"; for example, when",water vapor accumulates in glacial crevasses and heat radiates into the sky faster than it can be replaced,",",crystals form in glacial crevasses,NA,regents
3278,One type of ,deposition,is ,depth hoar,"; for example, when",heat radiates into the sky faster than it can be replaced,",",ice crystals in cavities beneath the surface of snow grow,NA,regents
3279,One type of ,deposition,is ,snow,"; for example, when",water changes to a solid in sub-freezing air,",",snow forms,NA,regents
3280,One type of ,deposition,is ,a cirrus cloud,"; for example, when",water vapor freezes high in the atmposphere,",",a cirrus cloud forms,NA,regents
3281,One type of ,erosion,is,abrasion,"; for example, when",the wind blows sand at rock formations,",",the rock is carved by the wind,NA,regents
3282,One type of ,erosion,is,deflation,"; for example, when","the wind blows strips away small, loose particles from rock",",",wind erosion happens,NA,regents
3283,One type of ,erosion,is,water erosion,"; for example, when",ocean waves wash sand away from the seashore ,",",water erosion happens,NA,regents
3284,One type of ,erosion,is,water erosion,"; for example, when",the current washes soil and rock away from river banks,",",water erosion happens,NA,regents
3285,One type of ,erosion,is,water erosion,"; for example, when",water wears down rocks into sand,",",water erosion happens,NA,regents
3286,One type of ,erosion,is ,water erosion,"; for example, when",rainwater washes away soil,",",water erosion happens,NA,regents
3287,One type of ,erosion,is ,wind erosion,"; for example, when",wind blows sand into the air and carries it far away,",",wind erosion happens,NA,regents
3288,One type of ,erosion,is ,wind erosion,"; for example, when",wind blows volcanic ash into the air and carries it far away,",",wind erosion happens,NA,regents
3289,One type of ,erosion,is ,ice erosion,"; for example, when",rocks in a glacier scrape against the ground below,",",the rocks and the ground erode,NA,regents
3290,One type of ,erosion,is ,ice erosion,"; for example, when",a glacier moves through a basin,",",it carves out a valley,NA,regents
3291,One type of ,erosion,is ,mass movement,"; for example, when",soil moves down a slope,",",mass movement occurs,NA,regents
3292,One type of ,erosion,is ,slumping,"; for example, when",material moves down a steep hill along a distinct fracture zone,",",slumping occurs,NA,regents
3293,One type of ,erosion,is,exfoliation,"; for example, when",a rock expands as it heats up in the sun and then cools down,",",the rock contracts and pieces of the rock break off,NA,regents
3294,One type of ,eruption,is ,flank eruption,"; for example, when",a volcano's side erupts,",",a flank eruption happens,NA,regents
3295,One type of ,eruption,is ,summit eruption,"; for example, when",a volcano's top erupts,",",a summit eruption occurs,NA,regents
3296,One type of ,eruption,is ,horizontal eruption,"; for example, when",the material coming out of a volcano moves horizontally,",",a horizontal eruption occurs,NA,regents
3297,One type of ,eruption,is ,phreatic eruption,"; for example, when",water and hot volcanic rocks create an expulsion of steam and pulverized rocks,",",a phreatic eruption happens,NA,regents
3298,One type of ,eruption,is ,Hawaiian eruption,"; for example, when",lava flows from a vent in a gentle manner,",",a Hawaiian eruption happens,NA,regents
3299,One type of ,eruption,is ,effusive eruption,"; for example, when",lava flows onto the ground,",",an effusive eruption happens,NA,regents
3300,One type of ,eruption,is ,explosive eruption,"; for example, when",pressure is suddenly lowered at the volcano's vent and lava turns into volcanic ash,",",an explosive eruption happens,NA,regents
3301,One type of ,eruption,is ,Stromboli eruption,"; for example, when",lava bombs and cinder shoot high into the air,",",a Stromboli eruption happens,NA,regents
3302,One type of ,eruption,is,vulcanian eruption,"; for example, when",a volcano emits a cloud of ash-laden gas,",",a vulcanian eruption happens,NA,regents
3303,One type of ,eruption,is,Peléan eruption,"; for example, when",a lava dome collapses,",","gas, dust, ash, and lava fragments are blown out of the volcano's central crater",NA,regents
3304,One type of ,eruption,is,Plinian eruption,"; for example, when",columns of gas and volcanic ash erupt and extend to the stratosphere ,",",a Plinian eruption happens,NA,regents
3305,One type of ,eruption,is,Surtseyan eruption,"; for example, when",a volcano in shallow water erupts,",",a Surtseyan eruption happens,NA,regents
3306,One type of ,eruption,is,submarine eruption,"; for example, when",a volcano erupts underwater due to a hotspot,",",a submarine eruption happens,NA,regents
3307,One type of ,eruption,is,subglacial eruption,"; for example, when",a volcano under a glacier erupts,",",a subglacial eruption happens,NA,regents
3308,One type of ,evaporation,is ,rainwater evaporation,"; for example, when",the air is hot in the summer,",",rainwater disappears,NA,regents
3309,One type of ,evaporation,is ,rainwater evaporation,"; for example, when",a puddle is drying in the sun,",",the puddle shrinks away,NA,regents
3310,One type of ,evaporation,is ,seawater evaporation,"; for example, when",the sun shines,",",water in the sea evaporates,NA,regents
3311,One type of ,precipitation,is,sleet,"; for example, when",in the winter,",",a mix of rain and snow falls,NA,regents
3312,One type of ,precipitation,is,freezing rain,"; for example, when",the temperature is below freezing,",",rain freezes on contact with cold surfaces,NA,regents
3313,One type of ,precipitation,is,drizzle,"; for example, when",small liquid water drops fall from the atmosphere,",",it is drizzling,NA,regents
3314,One type of ,precipitation,is,rain,"; for example, when",water vapor in the atmosphere condenses and falls to earth,",",it is raining,NA,regents
3315,One type of ,precipitation,is,snow,"; for example, when",water vapor in the atmosphere forms ice flakes and falls to earth,",",it is snowing,NA,regents
3316,One type of ,precipitation,is,snow grains,"; for example, when",water vapor in the atmosphere forms ice grains and falls to earth,",",snow grains occur,NA,regents
3317,One type of ,precipitation,is,hail,"; for example, when",water vapor in the atmosphere forms irregular balls of ice and falls to earth,",",it is hailing,NA,regents
3318,One type of ,precipitation,is,snow pellets,"; for example, when",supercooled water freezes on a falling snowflake,",",gaupel occurs,NA,regents
3319,One type of ,precipitation,is,ice crystals,"; for example, when",warm air above the ground mixes with cold air above it,",",ice crystals form,NA,regents
3320,One type of ,flood,is,overbank flooding,"; for example, when",a lot of melted ice flows into a river,",",the river overflows,NA,regents
3321,One type of ,flood,is,overbank flooding,"; for example, when",a lot of rain falls into a river,",",the river overflows,NA,regents
3322,One type of ,flood,is,flash flooding,"; for example, when",a flood occurs within six hours of the precipitating event,",",a flash flood occurs,NA,regents
3323,One type of ,flood,is,ice jam flooding,"; for example, when",ice creates a dam,",",water builds up behind the dam and overflows onto the nearby plains,NA,regents
3324,One type of ,flood,is,coastal flooding,"; for example, when",low pressure storms cause storm surge,",",there is flooding along the coast,NA,regents
3325,One type of ,precipitation,is,rain,"; for example, when",a storm occurs,",",water falls from clouds,NA,regents
3326,One type of ,precipitation,is,snow,"; for example, when",in winter,",",snow flakes fall from the sky,NA,regents
3327,One type of ,precipitation,is,hail,"; for example, when",during a storm,",",little pellets of ice fall from the clouds,NA,regents
3328,One type of ,precipitation,is ,rain,"; for example, when", ,",",rainwater falls from clouds,NA,regents
3329,One type of ,precipitation,is ,rain,"; for example, when",on a hot summer afternoon,",",it rains and a puddle forms,NA,regents
3330,One type of ,runoff,is ,stormwater,"; for example, when",rain falls during a rainstorm,",",it can flow over the earth's surface,NA,regents
3331,One type of ,runoff,is ,meltwater,"; for example, when",snow melts into water,",",water runs over the earth's surface,NA,regents
3332,One type of ,runoff,is ,meltwater,"; for example, when",ice melts into water,",",water runs over the earth's surface,NA,regents
3333,One type of ,runoff,is ,surface runoff,"; for example, when",excess water flows over the earth's surface,",",surface runoff occurs,NA,regents
3334,One type of ,weather,is ,windy,"; for example, when",the wind blows strongly,",",we say the weather is windy,NA,regents
3335,One type of ,weather,is ,cloudy,"; for example, when",there are a lot of clouds in the sky,",",we say the weather is cloudy,NA,regents
3336,One type of ,weather,is ,rainy,"; for example, when",rain is falling,",",we say the weather is rainy,NA,regents
3337,One type of ,weather,is ,cold,"; for example, when",the outdoor air temperature is low,",",we say the weather is cold ,NA,regents
3338,One type of ,weather,is ,hot,"; for example, when",the outdoor air temperature is hot,",",we say the weather is hot,NA,regents
3339,One type of ,weather,is ,foggy,"; for example, when",a cloud is at ground level,",",we say the weather is foggy,NA,regents
3340,One type of ,weather,is ,sunny,"; for example, when",the sun is not hidden by clouds,",",we say the weather is sunny,NA,regents
3341,One type of ,weather,is ,snowy,"; for example, when",snow is falling,",",we say the weather is snowy,NA,regents
3342,One type of ,weather,is ,clear,"; for example, when",there is little cloud cover,",",we say the weather is clear,NA,regents
3343,One type of ,groundwater source,is ,wetlands,"; for example, when",groundwater is discharged from a wetland area,",",the wetlands are a groundwater source,NA,regents
3344,One type of ,groundwater source,is ,a spring,"; for example, when",groundwater is discharged from a spring,",",the spring is a groundwater source,NA,regents
3345,One type of ,groundwater source,is ,a seep,"; for example, when",groundwater is discharged at the earth's surface in a small quantity,",",the seep is a groundwater source,NA,regents
3346,One type of ,groundwater source,is ,an oasis,"; for example, when",groundwater is discharged in a desert,",",the oasis is a groundwater source,NA,regents
3347,One type of ,cloud,is ,cumulus,"; for example, when",air warmed by the earth's surface rises,",",cumulus clouds are formed,NA,regents
3348,One type of ,cloud,is ,stratus,"; for example, when",air currents lift a thin layer of air high enough to initiate condensation,",",stratus clouds are formed,NA,regents
3349,One type of ,cloud,is ,cirrus,"; for example, when",water vapor undergoes deposition high in the atmosphere,",",cirrus clouds are formed,NA,regents
3350,One type of ,cloud,is ,stratus,"; for example, when",a layer of air cools below its dewpoint and the water vapor condenses,",",stratus clouds are formed,NA,regents
3351,One type of ,weather event,is,a dust storm,"; for example, when",strong winds move across arid land,",",dust is picked up,NA,regents
3352,One type of ,weather event,is,fog,"; for example, when",a stratus cloud forms on the ground,",",it is foggy,NA,regents
3353,One type of ,weather event,is,freezing rain,"; for example, when",a thin layer of freezing air is just above the ground,",",rain freezes on the objects it falls upon,NA,regents
3354,One type of ,weather event,is,hail,"; for example, when",an updraft carries a water droplet up into freezing air,",",a hailstone forms,NA,regents
3355,One type of ,weather event,is,a hurricane,"; for example, when",a low pressure system forms in the tropics,",",a hurricane occurs,NA,regents
3356,One type of ,weather event,is,lightning,"; for example, when",there is a discharge of electricity in the atmosphere,",",a lightning flash occurs,NA,regents
3357,One type of ,weather event,is,rain,"; for example, when",there is liquid precipitation,",",it is raining,NA,regents
3358,One type of ,weather event,is,sleet,"; for example, when",there are frozen transparent raindrops,",",it is sleeting,NA,regents
3359,One type of ,weather event,is,snow,"; for example, when",there is crystalline ice precipitation,",",it is snowing,NA,regents
3360,One type of ,weather event,is,a thunderstorm,"; for example, when",cumulonimbus clouds produce thunder and lightning,",",a thunderstorm occurs,NA,regents
3361,One type of ,weather event,is,thunder,"; for example, when",lightning produces noise,",",it is thundering,NA,regents
3362,One type of ,weather event,is,wind,"; for example, when",there is an imbalance in heating in the atmosphere,",",air moves,NA,regents
3363,NA,NA,NA,NA,NA,NA,NA,NA,NA,monarch
3364,A(n),plant,is a(n),producer,NA,NA,NA,NA,NA,monarch
3365,A(n),animal,is a(n),consumer,NA,NA,NA,NA,NA,monarch
3366,A(n),animal that eats animals,is a(n),predator; carnivore,NA,NA,NA,NA,NA,monarch
3367,A(n),animal that eats animals and plants,is a(n),predator; omnivore,NA,NA,NA,NA,NA,monarch
3368,A(n),animal that eats plants,is a(n),herbivore,NA,NA,NA,NA,NA,monarch
3369,A(n),organism that is eaten,is a(n),prey,NA,NA,NA,NA,NA,monarch
3370,A(n),organism that eats other organisms,is a(n),predator,NA,NA,NA,NA,NA,monarch
3371,A(n),organism that eats waste and dead organism; organism that breaks down dead matter into usable nutrients,is a(n),decomposer,NA,NA,NA,NA,NA,monarch
3372,NA,animal/plant,NA,animal/plant,NA,benefit,NA,NA,NA,monarch
3373,A(n),flower; plant,relies on,insects; bees,for,pollination,NA,NA,NA,monarch
3374,A(n),animal,relies on,plants,for,shelter,NA,NA,NA,monarch
3375,A(n),human,relies on,plants; animals,for,food,NA,NA,NA,monarch
3376,A(n),animal,relies on,plants,for,oxygen,NA,NA,NA,monarch
3377,A(n),animal,relies on,plants; animals,for,food,NA,NA,NA,monarch
3378,A(n),insect,relies on,insects; plants; animals,for,food,NA,NA,NA,monarch
3379,NA,Moon Phase Name,NA,Amount of Moon That is Visible,NA,NA,NA,NA,NA,monarch
3380,During a,full moon,",",the entire moon,is visible,NA,NA,NA,NA,monarch
3381,During a,gibbous moon,",",almost the complete moon,is visible,NA,NA,NA,NA,monarch
3382,During a,quarter moon,",",half of the moon,is visible,NA,NA,NA,NA,monarch
3383,During a,crescent moon,",",a small portion of the moon,is visible,NA,NA,NA,NA,monarch
3384,During a,new moon,",",no part of the moon,is visible,NA,NA,NA,NA,monarch
3385,LHS,Relation,RHS,NA,NA,NA,NA,NA,NA,auto
